id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
1648	twitter	glad to hear all is well again if you continue to have any other issues reach out to us here we are always happy to assist	4	0	4	3	4.333333333	0.5773502692	4	3	4	1	4	3	3	1	3	3
1649	github	EDIT: it seems to be possible to move up and down one line in the output panel with the _Ctrl P_ and _Ctrl N_ key bindings_ which are_ however_ not documented.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1650	asapp	In the meantime would you like to try a few potential fixes?	3	0	3	3	3.666666667	0.5773502692	4	3	3.666666667	0.5773502692	4	3	1.666666667	1.154700538	2	3
1651	asapp	Okay i have notified our internal team would you like a promo code for when it is back in stock?	3	0	3	3	3.666666667	0.5773502692	4	3	4	1	4	3	1.333333333	0.5773502692	1	3
1652	twitter	absolute joke after waiting all day for an order placed on friday on prime	1.333333333	0.5773502692	1	3	2	0	2	3	2	1	2	3	3.666666667	0.5773502692	4	3
1653	yahoo	He proposed that the problem was people think elevators move to slow.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1654	yahoo	You either believe that, or you blaspheme in the attempt to understand Him.	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3	3	0	3	3	2.666666667	1.154700538	3	3
1655	airline	The reason is that the exit door has a huge box in front of it, presumably to store the slide to be used in an emergency.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1656	airline	Would it be better to take our own food or is there enough choice?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1657	asapp	Before I can change your payment method I need to verify your identity.	3	0	3	2	3	0	3	2	4	0	4	2	1	0	1	2
1658	trip_advisor	Here is my question, Miami Chicago Atlanta Boston Washington New York Thanks!	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2
1659	yahoo	<br />\nkeep it simple, and make sure that formatting doesn't take away from a neatly streamlined and cogent resume.	3	0	3	2	3	0	3	2	4	0	4	2	1	0	1	2
1660	trip_advisor	I have been basically been robbed and this could have turned out alot worse than it did had i missed my connecting flight.	1.333333333	0.5773502692	1	3	2.666666667	0.5773502692	3	3	2	1	2	3	3.666666667	1.527525232	4	3
1661	ubuntu	I will read further because I would like to understand.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1662	air_customer	The people in the cargo office were rude, unprofessional and dismissive.	1	0	1	3	1.666666667	1.154700538	2	3	2	1	2	3	2.666666667	1.527525232	3	3
1663	ubuntu	fdisk -l is pretty nice, but the size of the disk is unreadable by the average user, and also it doesn't show the mountpoint, which would also be very helpful.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1664	twitter	no two weeks is a long time to keep a kfc receipt on the off chance you reply glad to see you read and respond to customer concerns	3	1	3	3	3	1	3	3	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3
1665	airline	my brother in laws flight from Boston-Shannon has been cancelled do you think if he got to the airport early they would send him to shannon via NY (with Aer Lingus, Delta Or Continental) or is it a case of waiting till tomorrow	2	0	2	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1666	trip_advisor	I don't mean when it took a week to fly Australia to London, but I can't help feeling a bit nostalgic for the early days of jet travel.	3	0	3	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
1667	twitter	hey christian we are so sorry about your frustrating experience feel free to message dm us the phone number associated with your account and we would be happy to look into a specific ride for you thank you so much have a good day	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	4.5	0.7071067812	5	2	2.5	0.7071067812	3	2
1668	twitter	hi there send us a message dm and we will look into this with you there	3	0	3	2	3.5	0.7071067812	4	2	4	0	4	2	1	0	1	2
1670	ubuntu	ah, I see, then switch back to unsecured and it will work.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1671	trip_advisor	Had to change my passport so that my name spelling matches that of the visa on an expired passport.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1672	asapp	I see what you mean unfortunately our pricing is done via algorithm and I'm not allowed to make alterations.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1673	yahoo	<br />\nAnother major issue is that the society actually unknowingly supports obesity; let me give you an example- today in the US, an obese person can claim disability and get welfare.	2.333333333	0.5773502692	2	3	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	1.666666667	1.154700538	2	3
1674	yahoo	Would it still be compatible with my aluminum cyclocross frame?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1675	airline	delta.com/content/… We did actually check 2 bags for one of us and one for the other and were not charged.	3	0	3	4	3.25	0.5	3	4	3	0	3	4	1.25	0.5	1	4
1676	trip_advisor	We are flying through Dublin to Barcelona to catch a cruise ship and want to go a few days early to catch the sights in and around Dubin.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1677	yahoo	The Pro V1 for me is the best ball out there in terms of providing durability, distance and control.	4	0	4	2	3	0	3	2	4.5	0.7071067812	5	2	1.5	0.7071067812	2	2
1678	yahoo	Then, it's up and down for awhile depending on who you come into contact with.	3	0	3	2	2.5	0.7071067812	2	2	3	0	3	2	1.5	0.7071067812	2	2
1679	ubuntu	yes - mplayer exits immediately, totem-gstreamer hangs and has to be killed, totem-xine throws an error.	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1680	twitter	hi there sorry about this amy we would definitely expect more from our stores can you send me a pic of the barcode please i will get this fed back to the store so they are aware robbie	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	4	0	4	2	2	0	2	2
1681	trip_advisor	I have a 2nd hand message that they are pulling in an Airbus 330 300 from their Scandinavian operations.Any one throw any light on it.	3	0	3	4	3	0	3	4	3	0	3	4	1	0	1	4
1682	ubuntu	hey, this probably is a newbie question but firestarter is showing a bunch of blocked connections on ports 137/138 to samba - is this normal?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1683	ubuntu	While trying to run a script it gives me all kinds of weird errors like this " error while loading shared libraries: libpthread.so.0: cannot open shared object file", however the machine appears to work in other aspects.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1685	ubuntu	Also, I cant access the terminal to reset the X session neither can I use the keystroke combination to restart the GUI interface.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1686	asapp	Our boots vary in sizes but are generally on the wider side.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1687	ubuntu	sorry I do not understand what you are doing, is that you plug in then move from wireless to wired, when you are finished in the place where it is wired you want to be wireless again?	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	4	0	4	2	2	0	2	2
1688	trip_advisor	However I've never got a connecting flight before, do I have to leave the arrivals bit and go back through security or is there a route allowing me to go straight to the gate for New York?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
1689	twitter	hi david as long as it fits inside your hand luggage that should be fine	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
1690	yahoo	The Denver Broncos are more likely to pick him up.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1691	asapp	So you will be able to cancel the subscription at any time and not be charged.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1692	trip_advisor	By selecting your flight and then clicking on the Change / Cancel booking option you can see whether or not changes can be made free of charge, with a charge, or not at all.	3	0	3	2	3	0	3	2	4	0	4	2	1	0	1	2
1693	asapp	Try going to a different website and see if it is also slow	3	0	3	2	3	0	3	2	4	0	4	2	1	0	1	2
1694	asapp	If you needed to make any changes there is still time however and I would be happy to assist you.	3.333333333	0.5773502692	3	3	3.666666667	0.5773502692	4	3	4.333333333	0.5773502692	4	3	2.333333333	1.154700538	2	3
1696	trip_advisor	I can not make it due to my first incoming flight.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1697	ubuntu	hubs just pass the connections directly through, to all ethernet cables, they have no IP themselves.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1698	twitter	i would be happy to look further into your service issues if you would provide your full address and account associated phone in a dm	3.5	0.7071067812	4	2	4	0	4	2	4.5	0.7071067812	5	2	2	0	2	2
1699	asapp	I'll send you a link to our FAQ so you can read everything you need to know about your subscription service.	3	0	3	2	3	0	3	2	4	0	4	2	1	0	1	2
1700	yahoo	She overcame poverty and abuse to become a huge tv success.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1701	yahoo	When a person says "I'm dating Bill" instead of "Bill is my boyfriend", you can probably guess the relationship is relatively new and no commitment has been made.	3	0	3	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1702	airline	Of course there are other airlines that you can use but if you are want to use Virgin ( as we always do) don't hang around or you may be disappointed.	2.2	0.4472135955	2	5	2.8	0.8366600265	3	5	2.8	1.483239697	3	5	2.4	1.140175425	2	5
1703	air_customer	In fact all four people behind the counter disappeared into a side "break room" with a poor attitude and suggessted we call in a few hours to see if the "packages" were found, disgraceful.	1.666666667	0.5773502692	2	3	2.333333333	1.154700538	2	3	2.333333333	1.154700538	2	3	3.333333333	1.154700538	3	3
1704	twitter	i am sorry for the inconvenience in delivering this order call us here amp we will get his sorted we have sent a correspondence to your registered email id kindly check it here	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	4	0	4	2	2	0	2	2
1705	ubuntu	have permissions set -r, how can i get chmod to change hidden files too?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1706	twitter	email i have been having billing problems with uber ever since i changed from cash to card before my issue was resolved without any hassles however i am still waiting for a resolution for a double billing that occurred on the 19th of november i have sent numerous emails	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
1707	twitter	were already having our 2nd technician come out this is super disappointing	1	0	1	2	2.5	0.7071067812	2	2	2	0	2	2	4.5	0.7071067812	5	2
1708	yahoo	Australian scientists have recently been able to extend this interaction to be nearly as long as a second.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1709	twitter	the ea forums have been updated with more information	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1710	ubuntu	I've got other stuff that I want sittin' in there.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1711	asapp	last apply a little nail polish remover and it should be totally clean	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1712	trip_advisor	Have used Gatwick South short stay valet parking many times and am willing to pay the premium as it is so convenient.	4	0	4	2	3	0	3	2	4.5	0.7071067812	5	2	2.5	0.7071067812	3	2
1714	yahoo	\n\n3) professional development- states should encourage the professional development of their teachers.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1715	ubuntu	like a tree or something, with file sizes and whatnot?	3	0	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
1716	ubuntu	ah ok, because i searched for rc-update ubuntu and a page came up with man info, but i cant find the package	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1717	github	This PR addresses these issues to make parsing independent of any lines other than those that appear in the Registered Sources section from the command output.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1718	yahoo	Think of the difference as driving a Mini Cooper versus a basic sedan.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1719	yahoo	\n\nOther (not yet mentioned) great Hitchcock films that you must see would be:\n\n1.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1720	ubuntu	well, here's my problem... i'm trying to play my MP3s right... and being a good little windows refugee, i mistankenly left the other partitions on my drive as NTFS	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
1721	twitter	got it thanks wed like to gather as much detail as possible on what youre experiencing can you tell us if your iphone restarts then shows the spinning wheel or does it just go black and show the spinning wheel message dm your response	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	1.5	0.7071067812	2	2
1723	ubuntu	assuming that you mean it's a panel-height away from the top to leave space for notifications like volume and brightness, yes.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1724	github	Use the AWS CLI to open a interactive session in the container e.g.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1725	ubuntu	i'll know it when i see it, it has a white little webcam icon if that helps	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1726	ubuntu	ok now that i have done that how do get to that drives dir i need to get in it to delet a program the fdisk -l did not help me much	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1727	ubuntu	I think if you buy a DVD or a CD you should be able to use it wherever you like.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1728	twitter	my alexa just lost internet connection in the middle of a news report so i couldnt stop the playback and no stop button either	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
1729	yahoo	What is an "imaginary number", and how is it treated in algebra equations?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1730	yahoo	I've already got the whole mythology: Sofie Fatale (Julie Dreyfus) will get all of Bill's money.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1731	ubuntu	Just blew away the partition that XP was on, now I'm trying to install ubuntu.	3	0	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
1732	airline	We are flying in just under two weeks and I've been trying to find a way to cram the belongings of 4 people into 2 medium sized suitcases.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1733	yahoo	I believe Algebra is the highest of the high school math courses that are required for graduation, although some schools may still only require Geometry.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1734	asapp	ok if it is out for delivery its too late to change the shipping speed unfortunately	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1735	air_customer	I just made the mistake of booking a flight on Veuling from Florence to Paris.	1.666666667	0.5773502692	2	3	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3	2.333333333	1.154700538	2	3
1737	asapp	I'm very sorry for any inconvenience this may have caused.	3	0	3	3	4.333333333	0.5773502692	4	3	3.666666667	1.154700538	4	3	3.333333333	0.5773502692	3	3
1738	ubuntu	every laptop is a little different, but that's all I know about how to check fan status manually, sorry.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1739	airline	Overall absolutely terrible terrible nightmarish experience with FlightNetwork.	1	0	1	2	1.5	0.7071067812	1	2	1	0	1	2	4.5	0.7071067812	5	2
1740	asapp	Fantastic and you are all set you should have the shipping label off the email just sent and you are good to go.	4	0	4	3	4	1	4	3	4.333333333	0.5773502692	4	3	3	1.732050808	3	3
1741	asapp	Gold and silver members are allotted a grace period of five late days per month in which the fee will not be applied if the payment is made within this time period.	3	0	3	3	3.666666667	0.5773502692	4	3	3.666666667	1.154700538	4	3	1	0	1	3
